icd10_id,icd10_lbl,mondo/hbo
Q829,"Congenital malformation of skin, unspecified","['http://purl.obolibrary.org/obo/MONDO_0007238', 'http://purl.obolibrary.org/obo/HP_0001263', 'http://purl.obolibrary.org/obo/HP_0000957', 'http://purl.obolibrary.org/obo/HP_0000938', 'http://purl.obolibrary.org/obo/MONDO_0008404', 'http://purl.obolibrary.org/obo/MONDO_0019129', 'http://purl.obolibrary.org/obo/HP_0000951', 'http://purl.obolibrary.org/obo/HP_0100783', 'http://purl.obolibrary.org/obo/MONDO_0015280']"
Q830,Congenital absence of breast with absent nipple,['http://purl.obolibrary.org/obo/HP_0100783']
Q832,Absent nipple,"['http://purl.obolibrary.org/obo/MONDO_0007238', 'http://purl.obolibrary.org/obo/HP_0100783', 'http://purl.obolibrary.org/obo/HP_0002561', 'http://purl.obolibrary.org/obo/MONDO_0012155', 'http://purl.obolibrary.org/obo/HP_0000453']"
Q833,Accessory nipple,"['http://purl.obolibrary.org/obo/HP_0030024', 'http://purl.obolibrary.org/obo/HP_0002558', 'http://purl.obolibrary.org/obo/HP_0100687']"
Q838,Other congenital malformations of breast,"['http://purl.obolibrary.org/obo/HP_0002557', 'http://purl.obolibrary.org/obo/HP_0003187', 'http://purl.obolibrary.org/obo/HP_0100783', 'http://purl.obolibrary.org/obo/MONDO_0011334', 'http://purl.obolibrary.org/obo/HP_0003186', 'http://purl.obolibrary.org/obo/HP_0000465']"
Q839,"Congenital malformation of breast, unspecified","['http://purl.obolibrary.org/obo/MONDO_0007238', 'http://purl.obolibrary.org/obo/HP_0100783', 'http://purl.obolibrary.org/obo/MONDO_0008404', 'http://purl.obolibrary.org/obo/MONDO_0008411']"
Q840,Congenital alopecia,"['http://purl.obolibrary.org/obo/MONDO_0011019', 'http://purl.obolibrary.org/obo/MONDO_0011874', 'http://purl.obolibrary.org/obo/HP_0008070', 'http://purl.obolibrary.org/obo/MONDO_0008757', 'http://purl.obolibrary.org/obo/HP_0002289', 'http://purl.obolibrary.org/obo/MONDO_0013136', 'http://purl.obolibrary.org/obo/MONDO_0009150', 'http://purl.obolibrary.org/obo/MONDO_0019306', 'http://purl.obolibrary.org/obo/HP_0007479', 'http://purl.obolibrary.org/obo/MONDO_0016643', 'http://purl.obolibrary.org/obo/MONDO_0005486', 'http://purl.obolibrary.org/obo/HP_0000668', 'http://purl.obolibrary.org/obo/MONDO_0013268', 'http://purl.obolibrary.org/obo/MONDO_0008847', 'http://purl.obolibrary.org/obo/MONDO_0010229', 'http://purl.obolibrary.org/obo/MONDO_0007083', 'http://purl.obolibrary.org/obo/HP_0009778', 'http://purl.obolibrary.org/obo/MONDO_0013115', 'http://purl.obolibrary.org/obo/MONDO_0015428', 'http://purl.obolibrary.org/obo/MONDO_0011884', 'http://purl.obolibrary.org/obo/MONDO_0007056', 'http://purl.obolibrary.org/obo/HP_0009771', 'http://purl.obolibrary.org/obo/MONDO_0021036', 'http://purl.obolibrary.org/obo/MONDO_0011157', 'http://purl.obolibrary.org/obo/HP_0006349', 'http://purl.obolibrary.org/obo/HP_0000674', 'http://purl.obolibrary.org/obo/MONDO_0016384', 'http://purl.obolibrary.org/obo/MONDO_0011132', 'http://purl.obolibrary.org/obo/MONDO_0007085', 'http://purl.obolibrary.org/obo/MONDO_0009052', 'http://purl.obolibrary.org/obo/MONDO_0009263', 'http://purl.obolibrary.org/obo/MONDO_0018646', 'http://purl.obolibrary.org/obo/MONDO_0009419', 'http://purl.obolibrary.org/obo/MONDO_0005340', 'http://purl.obolibrary.org/obo/HP_0002232']"
Q841,"Congenital morphological disturbances of hair, not elsewhere classified","['http://purl.obolibrary.org/obo/MONDO_0008009', 'http://purl.obolibrary.org/obo/MONDO_0008388', 'http://purl.obolibrary.org/obo/MONDO_0014492', 'http://purl.obolibrary.org/obo/MONDO_0008959', 'http://purl.obolibrary.org/obo/MONDO_0008622', 'http://purl.obolibrary.org/obo/MONDO_0009870', 'http://purl.obolibrary.org/obo/HP_0003777', 'http://purl.obolibrary.org/obo/MONDO_0008621', 'http://purl.obolibrary.org/obo/MONDO_0008686', 'http://purl.obolibrary.org/obo/HP_0002224', 'http://purl.obolibrary.org/obo/MONDO_0043206', 'http://purl.obolibrary.org/obo/MONDO_0009196', 'http://purl.obolibrary.org/obo/MONDO_0011581', 'http://purl.obolibrary.org/obo/MONDO_0019311']"
Q842,Other congenital malformations of hair,"['http://purl.obolibrary.org/obo/MONDO_0011899', 'http://purl.obolibrary.org/obo/MONDO_0009105', 'http://purl.obolibrary.org/obo/MONDO_0010887', 'http://purl.obolibrary.org/obo/HP_0100837', 'http://purl.obolibrary.org/obo/MONDO_0021013', 'http://purl.obolibrary.org/obo/MONDO_0022316', 'http://purl.obolibrary.org/obo/MONDO_0019940', 'http://purl.obolibrary.org/obo/MONDO_0008766', 'http://purl.obolibrary.org/obo/MONDO_0021036', 'http://purl.obolibrary.org/obo/MONDO_0016380', 'http://purl.obolibrary.org/obo/MONDO_0018053', 'http://purl.obolibrary.org/obo/MONDO_0008621', 'http://purl.obolibrary.org/obo/MONDO_0018472', 'http://purl.obolibrary.org/obo/HP_0007502', 'http://purl.obolibrary.org/obo/MONDO_0010199', 'http://purl.obolibrary.org/obo/MONDO_0009437', 'http://purl.obolibrary.org/obo/HP_0002290', 'http://purl.obolibrary.org/obo/MONDO_0010908', 'http://purl.obolibrary.org/obo/MONDO_0008894', 'http://purl.obolibrary.org/obo/HP_0010740', 'http://purl.obolibrary.org/obo/MONDO_0018855', 'http://purl.obolibrary.org/obo/HP_0100837', 'http://purl.obolibrary.org/obo/HP_0000992', 'http://purl.obolibrary.org/obo/HP_0002211', 'http://purl.obolibrary.org/obo/MONDO_0010152', 'http://purl.obolibrary.org/obo/MONDO_0009814', 'http://purl.obolibrary.org/obo/MONDO_0009771', 'http://purl.obolibrary.org/obo/MONDO_0016557', 'http://purl.obolibrary.org/obo/MONDO_0009560']"
Q843,Anonychia,"['http://purl.obolibrary.org/obo/HP_0001798', 'http://purl.obolibrary.org/obo/MONDO_0011795']"
Q844,Congenital leukonychia,"['http://purl.obolibrary.org/obo/MONDO_0016557', 'http://purl.obolibrary.org/obo/HP_0030318', 'http://purl.obolibrary.org/obo/MONDO_0007865', 'http://purl.obolibrary.org/obo/HP_0001820', 'http://purl.obolibrary.org/obo/MONDO_0012328', 'http://purl.obolibrary.org/obo/MONDO_0017675', 'http://purl.obolibrary.org/obo/MONDO_0007866', 'http://purl.obolibrary.org/obo/MONDO_0017677']"
Q845,Enlarged and hypertrophic nails,"['http://purl.obolibrary.org/obo/HP_0012542', 'http://purl.obolibrary.org/obo/MONDO_0008173']"
Q846,Other congenital malformations of nails,"['http://purl.obolibrary.org/obo/MONDO_0008959', 'http://purl.obolibrary.org/obo/MONDO_0007134', 'http://purl.obolibrary.org/obo/MONDO_0011132', 'http://purl.obolibrary.org/obo/MONDO_0005486', 'http://purl.obolibrary.org/obo/HP_0000668', 'http://purl.obolibrary.org/obo/MONDO_0009822', 'http://purl.obolibrary.org/obo/MONDO_0010883', 'http://purl.obolibrary.org/obo/HP_0002165', 'http://purl.obolibrary.org/obo/MONDO_0007867', 'http://purl.obolibrary.org/obo/HP_0001598', 'http://purl.obolibrary.org/obo/HP_0010793', 'http://purl.obolibrary.org/obo/MONDO_0008213', 'http://purl.obolibrary.org/obo/HP_0000767', 'http://purl.obolibrary.org/obo/HP_0009816', 'http://purl.obolibrary.org/obo/MONDO_0100229', 'http://purl.obolibrary.org/obo/MONDO_0018053', 'http://purl.obolibrary.org/obo/HP_0000674', 'http://purl.obolibrary.org/obo/HP_0001799', 'http://purl.obolibrary.org/obo/MONDO_0009344', 'http://purl.obolibrary.org/obo/MONDO_0009150', 'http://purl.obolibrary.org/obo/MONDO_0009079', 'http://purl.obolibrary.org/obo/HP_0010284', 'http://purl.obolibrary.org/obo/MONDO_0011595', 'http://purl.obolibrary.org/obo/MONDO_0013368']"
Q848,Other specified congenital malformations of integument,"['http://purl.obolibrary.org/obo/HP_0011003', 'http://purl.obolibrary.org/obo/MONDO_0010854', 'http://purl.obolibrary.org/obo/HP_0001057', 'http://purl.obolibrary.org/obo/MONDO_0007145', 'http://purl.obolibrary.org/obo/HP_0001057', 'http://purl.obolibrary.org/obo/MONDO_0008808', 'http://purl.obolibrary.org/obo/MONDO_0018855', 'http://purl.obolibrary.org/obo/HP_0100837', 'http://purl.obolibrary.org/obo/MONDO_0018178', 'http://purl.obolibrary.org/obo/HP_0002593', 'http://purl.obolibrary.org/obo/MONDO_0010876', 'http://purl.obolibrary.org/obo/MONDO_0010988', 'http://purl.obolibrary.org/obo/MONDO_0009055', 'http://purl.obolibrary.org/obo/MONDO_0009766', 'http://purl.obolibrary.org/obo/HP_0010817', 'http://purl.obolibrary.org/obo/MONDO_0000136', 'http://purl.obolibrary.org/obo/MONDO_0007034', 'http://purl.obolibrary.org/obo/MONDO_0008108', 'http://purl.obolibrary.org/obo/MONDO_0021036', 'http://purl.obolibrary.org/obo/MONDO_0010672']"
Q849,"Congenital malformation of integument, unspecified","['http://purl.obolibrary.org/obo/MONDO_0100118', 'http://purl.obolibrary.org/obo/MONDO_0007486']"
Q850,Neurofibromatosis (nonmalignant),"['http://purl.obolibrary.org/obo/MONDO_0008672', 'http://purl.obolibrary.org/obo/MONDO_0008080', 'http://purl.obolibrary.org/obo/MONDO_0018975', 'http://purl.obolibrary.org/obo/MONDO_0021061', 'http://purl.obolibrary.org/obo/HP_0001067', 'http://purl.obolibrary.org/obo/MONDO_0011035', 'http://purl.obolibrary.org/obo/MONDO_0007039']"
Q8500,"Neurofibromatosis, unspecified","['http://purl.obolibrary.org/obo/MONDO_0021061', 'http://purl.obolibrary.org/obo/HP_0001067']"
Q8501,"Neurofibromatosis, type 1","['http://purl.obolibrary.org/obo/MONDO_0018975', 'http://purl.obolibrary.org/obo/HP_0000957', 'http://purl.obolibrary.org/obo/MONDO_0011035', 'http://purl.obolibrary.org/obo/MONDO_0012669']"
Q8502,"Neurofibromatosis, type 2","['http://purl.obolibrary.org/obo/MONDO_0007039', 'http://purl.obolibrary.org/obo/MONDO_0002548', 'http://purl.obolibrary.org/obo/MONDO_0001569', 'http://purl.obolibrary.org/obo/HP_0009588']"
Q8509,Other neurofibromatosis,"['http://purl.obolibrary.org/obo/MONDO_0018975', 'http://purl.obolibrary.org/obo/MONDO_0008080']"
Q851,Tuberous sclerosis,"['http://purl.obolibrary.org/obo/MONDO_0006277', 'http://purl.obolibrary.org/obo/HP_0009720', 'http://purl.obolibrary.org/obo/MONDO_0005167', 'http://purl.obolibrary.org/obo/HP_0010614', 'http://purl.obolibrary.org/obo/HP_0100804', 'http://purl.obolibrary.org/obo/MONDO_0001734', 'http://purl.obolibrary.org/obo/MONDO_0010856', 'http://purl.obolibrary.org/obo/MONDO_0004691', 'http://purl.obolibrary.org/obo/HP_0010615']"
Q858,"Other phakomatoses, not elsewhere classified","['http://purl.obolibrary.org/obo/MONDO_0017317', 'http://purl.obolibrary.org/obo/HP_0011802', 'http://purl.obolibrary.org/obo/MONDO_0016986', 'http://purl.obolibrary.org/obo/HP_0000957', 'http://purl.obolibrary.org/obo/MONDO_0015293', 'http://purl.obolibrary.org/obo/MONDO_0018115', 'http://purl.obolibrary.org/obo/HP_0010817', 'http://purl.obolibrary.org/obo/MONDO_0017318', 'http://purl.obolibrary.org/obo/MONDO_0012669', 'http://purl.obolibrary.org/obo/MONDO_0002328', 'http://purl.obolibrary.org/obo/MONDO_0009965', 'http://purl.obolibrary.org/obo/MONDO_0018893', 'http://purl.obolibrary.org/obo/MONDO_0008280', 'http://purl.obolibrary.org/obo/MONDO_0019326', 'http://purl.obolibrary.org/obo/MONDO_0018308', 'http://purl.obolibrary.org/obo/MONDO_0019327', 'http://purl.obolibrary.org/obo/MONDO_0021540', 'http://purl.obolibrary.org/obo/MONDO_0006211', 'http://purl.obolibrary.org/obo/HP_0100882', 'http://purl.obolibrary.org/obo/MONDO_0008667', 'http://purl.obolibrary.org/obo/MONDO_0008501', 'http://purl.obolibrary.org/obo/MONDO_0019325', 'http://purl.obolibrary.org/obo/HP_0012737', 'http://purl.obolibrary.org/obo/MONDO_0011605', 'http://purl.obolibrary.org/obo/MONDO_0017571', 'http://purl.obolibrary.org/obo/MONDO_0023275', 'http://purl.obolibrary.org/obo/MONDO_0017380', 'http://purl.obolibrary.org/obo/MONDO_0016063', 'http://purl.obolibrary.org/obo/HP_0010817', 'http://purl.obolibrary.org/obo/MONDO_0021977', 'http://purl.obolibrary.org/obo/MONDO_0007924', 'http://purl.obolibrary.org/obo/MONDO_0009436', 'http://purl.obolibrary.org/obo/HP_0002444', 'http://purl.obolibrary.org/obo/MONDO_0017623', 'http://purl.obolibrary.org/obo/MONDO_0021539']"
Q859,"Phakomatosis, unspecified","['http://purl.obolibrary.org/obo/HP_0011802', 'http://purl.obolibrary.org/obo/MONDO_0017623', 'http://purl.obolibrary.org/obo/MONDO_0016986', 'http://purl.obolibrary.org/obo/MONDO_0021540', 'http://purl.obolibrary.org/obo/MONDO_0006224', 'http://purl.obolibrary.org/obo/MONDO_0019392', 'http://purl.obolibrary.org/obo/MONDO_0008318', 'http://purl.obolibrary.org/obo/MONDO_0021539', 'http://purl.obolibrary.org/obo/MONDO_0009436', 'http://purl.obolibrary.org/obo/HP_0002444', 'http://purl.obolibrary.org/obo/MONDO_0021977', 'http://purl.obolibrary.org/obo/MONDO_0042983', 'http://purl.obolibrary.org/obo/MONDO_0008094', 'http://purl.obolibrary.org/obo/HP_0001052', 'http://purl.obolibrary.org/obo/MONDO_0017571', 'http://purl.obolibrary.org/obo/MONDO_0006499', 'http://purl.obolibrary.org/obo/HP_0010566', 'http://purl.obolibrary.org/obo/HP_0100898', 'http://purl.obolibrary.org/obo/MONDO_0015635', 'http://purl.obolibrary.org/obo/MONDO_0021651', 'http://purl.obolibrary.org/obo/MONDO_0020980', 'http://purl.obolibrary.org/obo/MONDO_0018070', 'http://purl.obolibrary.org/obo/MONDO_0018308']"
Q860,Fetal alcohol syndrome (dysmorphic),"['http://purl.obolibrary.org/obo/MONDO_0000408', 'http://purl.obolibrary.org/obo/MONDO_0016011']"
Q861,Fetal hydantoin syndrome,['http://purl.obolibrary.org/obo/MONDO_0016008']
Q862,Dysmorphism due to warfarin,['http://purl.obolibrary.org/obo/MONDO_0016010']
Q868,Other congenital malformation syndromes due to known exogenous causes,"['http://purl.obolibrary.org/obo/MONDO_0016015', 'http://purl.obolibrary.org/obo/MONDO_0009224', 'http://purl.obolibrary.org/obo/MONDO_0016009', 'http://purl.obolibrary.org/obo/MONDO_0017055', 'http://purl.obolibrary.org/obo/MONDO_0016017', 'http://purl.obolibrary.org/obo/MONDO_0018034', 'http://purl.obolibrary.org/obo/MONDO_0016012', 'http://purl.obolibrary.org/obo/MONDO_0016007', 'http://purl.obolibrary.org/obo/MONDO_0016013', 'http://purl.obolibrary.org/obo/MONDO_0018442', 'http://purl.obolibrary.org/obo/MONDO_0016005', 'http://purl.obolibrary.org/obo/MONDO_0018263', 'http://purl.obolibrary.org/obo/MONDO_0016004', 'http://purl.obolibrary.org/obo/MONDO_0012275', 'http://purl.obolibrary.org/obo/MONDO_0016467', 'http://purl.obolibrary.org/obo/MONDO_0016014']"
