icd10_id,icd10_lbl,mondo_id,mondo_lbl,mondo_score,hb_id,hb_lbl,hp_score
Q7263,"Longitudinal reduction defect of fibula, bilateral",http://purl.obolibrary.org/obo/HP_0004122,Midline defect of the nose,4,http://purl.obolibrary.org/obo/HP_0000625,Full thickness defect of the eyelid,4
Q727,Split foot,http://purl.obolibrary.org/obo/HP_0001769,Broad foot,1,http://purl.obolibrary.org/obo/HP_0001839,Split foot,0
Q7270,"Split foot, unspecified lower limb",http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,3,http://purl.obolibrary.org/obo/HP_0001258,"Spastic paraplegia, lower limb",3
Q7271,"Split foot, right lower limb",http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,3,http://purl.obolibrary.org/obo/HP_0001258,"Spastic paraplegia, lower limb",3
Q7272,"Split foot, left lower limb",http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,3,http://purl.obolibrary.org/obo/HP_0001258,"Spastic paraplegia, lower limb",3
Q7273,"Split foot, bilateral",http://purl.obolibrary.org/obo/MONDO_0017514,"split foot, bilateral",1,http://purl.obolibrary.org/obo/HP_0000193,Split uvula,2
Q728,Other reduction defects of lower limb,http://purl.obolibrary.org/obo/HP_0100553,Hemihypertrophy of lower limb,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,3
Q7281,Congenital shortening of lower limb,http://purl.obolibrary.org/obo/HP_0100553,Hemihypertrophy of lower limb,2,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,2
Q72811,Congenital shortening of right lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,3
Q72812,Congenital shortening of left lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,3
Q72813,"Congenital shortening of lower limb, bilateral",http://purl.obolibrary.org/obo/MONDO_0017481,"amelia of lower limb, bilateral",2,http://purl.obolibrary.org/obo/HP_0000178,Abnormality of lower lip,4
Q72819,Congenital shortening of unspecified lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,3
Q7289,Other reduction defects of lower limb,http://purl.obolibrary.org/obo/HP_0100553,Hemihypertrophy of lower limb,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,3
Q72891,Other reduction defects of right lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,4,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,4
Q72892,Other reduction defects of left lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,4,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,4
Q72893,"Other reduction defects of lower limb, bilateral",http://purl.obolibrary.org/obo/MONDO_0017481,"amelia of lower limb, bilateral",3,http://purl.obolibrary.org/obo/HP_0000178,Abnormality of lower lip,5
Q72899,Other reduction defects of unspecified lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,4,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,4
Q729,Unspecified reduction defect of lower limb,http://purl.obolibrary.org/obo/HP_0100553,Hemihypertrophy of lower limb,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,3
Q7290,Unspecified reduction defect of unspecified lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,4,http://purl.obolibrary.org/obo/HP_0000652,Full thickness defect of the lower eyelid,4
Q7291,Unspecified reduction defect of right lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,4,http://purl.obolibrary.org/obo/HP_0000652,Full thickness defect of the lower eyelid,4
Q7292,Unspecified reduction defect of left lower limb,http://purl.obolibrary.org/obo/HP_0002814,Abnormality of the lower limb,4,http://purl.obolibrary.org/obo/HP_0000652,Full thickness defect of the lower eyelid,4
Q7293,"Unspecified reduction defect of lower limb, bilateral",http://purl.obolibrary.org/obo/MONDO_0017481,"amelia of lower limb, bilateral",3,http://purl.obolibrary.org/obo/HP_0000178,Abnormality of lower lip,5
Q73,Reduction defects of unspecified limb,http://purl.obolibrary.org/obo/HP_0004043,Lytic defects of ulnar metaphysis,3,http://purl.obolibrary.org/obo/HP_0002061,Spasticity of lower limb,3
Q730,Congenital absence of unspecified limb(s),http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q731,"Phocomelia, unspecified limb(s)",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",2,http://purl.obolibrary.org/obo/HP_0000001,All,3
Q738,Other reduction defects of unspecified limb(s),http://purl.obolibrary.org/obo/HP_0004043,Lytic defects of ulnar metaphysis,4,http://purl.obolibrary.org/obo/HP_0002797,Osteolytic defects of bones,4
Q74,Other congenital malformations of limb(s),http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q740,"Other congenital malformations of upper limb(s), including shoulder girdle",http://purl.obolibrary.org/obo/CL_0002631,epithelial cell of upper respiratory tract,7,http://purl.obolibrary.org/obo/HP_0000177,Abnormality of upper lip,7
Q741,Congenital malformation of knee,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q742,"Other congenital malformations of lower limb(s), including pelvic girdle",http://purl.obolibrary.org/obo/UBERON_0001497,muscle of pelvic girdle,6,http://purl.obolibrary.org/obo/HP_0000946,Small wings of the pelvic girdle,6
Q743,Arthrogryposis multiplex congenita,http://purl.obolibrary.org/obo/MONDO_0007157,arthrogryposis multiplex congenita,1,http://purl.obolibrary.org/obo/HP_0002804,Arthrogryposis multiplex congenita,0
Q748,Other specified congenital malformations of limb(s),http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,4,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,5
Q749,Unspecified congenital malformation of limb(s),http://purl.obolibrary.org/obo/MONDO_0016231,congenital malformation of capillary,2,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q75,Other congenital malformations of skull and face bones,http://purl.obolibrary.org/obo/MONDO_0007145,congenital defect of skull and scalp,4,http://purl.obolibrary.org/obo/HP_0004437,Enlargement of skull bones,5
Q750,Craniosynostosis,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0001363,Craniosynostosis,0
Q751,Craniofacial dysostosis,http://purl.obolibrary.org/obo/HP_0004484,Craniofacial asymmetry,1,http://purl.obolibrary.org/obo/HP_0004439,Craniofacial dysostosis,0
Q752,Hypertelorism,http://purl.obolibrary.org/obo/HP_0000316,Hypertelorism,0,http://purl.obolibrary.org/obo/HP_0000316,Hypertelorism,0
Q753,Macrocephaly,http://purl.obolibrary.org/obo/HP_0000256,Macrocephaly,0,http://purl.obolibrary.org/obo/HP_0000256,Macrocephaly,0
Q754,Mandibulofacial dysostosis,http://purl.obolibrary.org/obo/MONDO_0000359,spondylocostal dysostosis,1,http://purl.obolibrary.org/obo/HP_0005321,Mandibulofacial dysostosis,0
Q755,Oculomandibular dysostosis,http://purl.obolibrary.org/obo/MONDO_0000359,spondylocostal dysostosis,1,http://purl.obolibrary.org/obo/HP_0004439,Craniofacial dysostosis,1
Q758,Other specified congenital malformations of skull and face bones,http://purl.obolibrary.org/obo/MONDO_0007145,congenital defect of skull and scalp,5,http://purl.obolibrary.org/obo/HP_0004437,Enlargement of skull bones,6
Q759,"Congenital malformation of skull and face bones, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,5,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,5
Q76,Congenital malformations of spine and bony thorax,http://purl.obolibrary.org/obo/MONDO_0020724,cavernous malformations of CNS and retina,4,http://purl.obolibrary.org/obo/HP_0000175,Cleft of hard and soft palate,5
Q760,Spina bifida occulta,http://purl.obolibrary.org/obo/HP_0002414,Spina bifida,1,http://purl.obolibrary.org/obo/HP_0003298,Spina bifida occulta,0
Q761,Klippel-Feil syndrome,http://purl.obolibrary.org/obo/MONDO_0001029,Klippel-Feil syndrome,0,http://purl.obolibrary.org/obo/HP_0004602,Klippel-Feil syndrome,0
Q762,Congenital spondylolisthesis,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q763,Congenital scoliosis due to congenital bony malformation,http://purl.obolibrary.org/obo/MONDO_0013143,hereditary thrombophilia due to congenital HRG deficiency,4,http://purl.obolibrary.org/obo/HP_0000061,Ambiguous genitalia due to virilization,5
Q764,"Other congenital malformations of spine, not associated with scoliosis",http://purl.obolibrary.org/obo/MONDO_0016319,congenital absence of pain with hyperhidrosis,6,http://purl.obolibrary.org/obo/HP_0001675,obsolete Rhythm disturbances associated with pheochromocytoma,7
Q7641,Congenital kyphosis,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q76411,"Congenital kyphosis, occipito-atlanto-axial region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q76412,"Congenital kyphosis, cervical region",http://purl.obolibrary.org/obo/UBERON_0005434,cervical region,2,http://purl.obolibrary.org/obo/HP_0004535,Congenital cervical hypertrichosis,2
Q76413,"Congenital kyphosis, cervicothoracic region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q76414,"Congenital kyphosis, thoracic region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q76415,"Congenital kyphosis, thoracolumbar region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q76419,"Congenital kyphosis, unspecified region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q7642,Congenital lordosis,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q76425,"Congenital lordosis, thoracolumbar region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q76426,"Congenital lordosis, lumbar region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q76427,"Congenital lordosis, lumbosacral region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q76428,"Congenital lordosis, sacral and sacrococcygeal region",http://purl.obolibrary.org/obo/UBERON_0005473,sacral region,4,http://purl.obolibrary.org/obo/HP_0046506,Pain in head and neck region,4
Q76429,"Congenital lordosis, unspecified region",http://purl.obolibrary.org/obo/BFO_0000006,spatial region,3,http://purl.obolibrary.org/obo/HP_0000272,Depressed malar region,3
Q7649,"Other congenital malformations of spine, not associated with scoliosis",http://purl.obolibrary.org/obo/MONDO_0016319,congenital absence of pain with hyperhidrosis,6,http://purl.obolibrary.org/obo/HP_0001675,obsolete Rhythm disturbances associated with pheochromocytoma,7
Q765,Cervical rib,http://purl.obolibrary.org/obo/HP_0004558,Cervical platyspondyly,1,http://purl.obolibrary.org/obo/HP_0000470,Cervical shortening,1
Q766,Other congenital malformations of ribs,http://purl.obolibrary.org/obo/HP_0040059,Calcification of ribs,3,http://purl.obolibrary.org/obo/HP_0000878,11 pairs of ribs,3
Q767,Congenital malformation of sternum,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q768,Other congenital malformations of bony thorax,http://purl.obolibrary.org/obo/HP_0001555,Asymmetry of the thorax,4,http://purl.obolibrary.org/obo/HP_0000765,Abnormality of the thorax,4
Q769,"Congenital malformation of bony thorax, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,http://purl.obolibrary.org/obo/MONDO_0011206,ventriculomegaly with defects of the radius and kidney,6,http://purl.obolibrary.org/obo/HP_0002797,Osteolytic defects of bones,7
Q770,Achondrogenesis,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q771,Thanatophoric short stature,http://purl.obolibrary.org/obo/HP_0003498,Disproportionate short stature,1,http://purl.obolibrary.org/obo/HP_0003498,Disproportionate short stature,1
Q772,Short rib syndrome,http://purl.obolibrary.org/obo/MONDO_0001858,slipping rib syndrome,1,http://purl.obolibrary.org/obo/HP_0000012,Overactive bladder syndrome,2
Q773,Chondrodysplasia punctata,http://purl.obolibrary.org/obo/MONDO_0007900,leukonychia punctata,1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q774,Achondroplasia,http://purl.obolibrary.org/obo/MONDO_0007037,Achondroplasia,0,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q775,Diastrophic dysplasia,http://purl.obolibrary.org/obo/HP_0000110,Renal dysplasia,1,http://purl.obolibrary.org/obo/HP_0000110,Renal dysplasia,1
Q776,Chondroectodermal dysplasia,http://purl.obolibrary.org/obo/MONDO_0009162,Chondroectodermal dysplasia,0,http://purl.obolibrary.org/obo/HP_0000110,Renal dysplasia,1
Q777,Spondyloepiphyseal dysplasia,http://purl.obolibrary.org/obo/HP_0000110,Renal dysplasia,1,http://purl.obolibrary.org/obo/HP_0002655,Spondyloepiphyseal dysplasia,0
Q778,Other osteochondrodysplasia with defects of growth of tubular bones and spine,http://purl.obolibrary.org/obo/MONDO_0011206,ventriculomegaly with defects of the radius and kidney,7,http://purl.obolibrary.org/obo/HP_0002797,Osteolytic defects of bones,8
Q779,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",http://purl.obolibrary.org/obo/MONDO_0007478,"dwarfism, cortical thickening of tubular bones and transient hypocalcemia",7,http://purl.obolibrary.org/obo/HP_0000668,Failure of development of between one and six teeth,8
Q78,Other osteochondrodysplasias,http://purl.obolibrary.org/obo/MONDO_0004993,Other carcinoma,1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q780,Osteogenesis imperfecta,http://purl.obolibrary.org/obo/HP_0000703,Dentinogenesis imperfecta,1,http://purl.obolibrary.org/obo/HP_0000703,Dentinogenesis imperfecta,1
Q781,Polyostotic fibrous dysplasia,http://purl.obolibrary.org/obo/MONDO_0000845,fibrous dysplasia,1,http://purl.obolibrary.org/obo/HP_0010735,Polyostotic fibrous dysplasia,0
Q782,Osteopetrosis,http://purl.obolibrary.org/obo/HP_0011002,Osteopetrosis,0,http://purl.obolibrary.org/obo/HP_0011002,Osteopetrosis,0
Q783,Progressive diaphyseal dysplasia,http://purl.obolibrary.org/obo/MONDO_0007542,diaphyseal dysplasia,1,http://purl.obolibrary.org/obo/HP_0000003,Multicystic kidney dysplasia,2
Q784,Enchondromatosis,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q785,Metaphyseal dysplasia,http://purl.obolibrary.org/obo/HP_0100255,Metaphyseal dysplasia,0,http://purl.obolibrary.org/obo/HP_0100255,Metaphyseal dysplasia,0
Q786,Multiple congenital exostoses,http://purl.obolibrary.org/obo/HP_0002654,Multiple epiphyseal dysplasia,2,http://purl.obolibrary.org/obo/HP_0002762,Multiple exostoses,1
Q788,Other specified osteochondrodysplasias,http://purl.obolibrary.org/obo/MONDO_0004993,Other carcinoma,2,http://purl.obolibrary.org/obo/HP_0000001,All,3
Q789,"Osteochondrodysplasia, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q79,"Congenital malformations of musculoskeletal system, not elsewhere classified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,6,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,6
Q790,Congenital diaphragmatic hernia,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,0,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,0
Q791,Other congenital malformations of diaphragm,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0008986,Agenesis of diaphragm,3
Q792,Exomphalos,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0001539,Exomphalos,0
Q793,Gastroschisis,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0001543,Gastroschisis,0
Q794,Prune belly syndrome,http://purl.obolibrary.org/obo/MONDO_0007032,prune belly syndrome,1,http://purl.obolibrary.org/obo/HP_0004392,Prune belly,1
Q795,Other congenital malformations of abdominal wall,http://purl.obolibrary.org/obo/HP_0004298,Abnormality of the abdominal wall,4,http://purl.obolibrary.org/obo/HP_0004298,Abnormality of the abdominal wall,4
Q7951,Congenital hernia of bladder,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q7959,Other congenital malformations of abdominal wall,http://purl.obolibrary.org/obo/HP_0004298,Abnormality of the abdominal wall,4,http://purl.obolibrary.org/obo/HP_0004298,Abnormality of the abdominal wall,4
Q796,Ehlers-Danlos syndromes,http://purl.obolibrary.org/obo/MONDO_0020066,Ehlers-Danlos syndromes,0,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q7960,"Ehlers-Danlos syndrome, unspecified",http://purl.obolibrary.org/obo/MONDO_0009158,"Ehlers-Danlos syndrome, fibronectin-deficient",1,http://purl.obolibrary.org/obo/HP_0000001,All,3
Q7961,Classical Ehlers-Danlos syndrome,http://purl.obolibrary.org/obo/MONDO_0001696,obsolete Ehlers-Danlos syndrome,1,http://purl.obolibrary.org/obo/HP_0000012,Overactive bladder syndrome,2
Q7962,Hypermobile Ehlers-Danlos syndrome,http://purl.obolibrary.org/obo/MONDO_0001696,obsolete Ehlers-Danlos syndrome,1,http://purl.obolibrary.org/obo/HP_0000012,Overactive bladder syndrome,2
Q7963,Vascular Ehlers-Danlos syndrome,http://purl.obolibrary.org/obo/MONDO_0001696,obsolete Ehlers-Danlos syndrome,1,http://purl.obolibrary.org/obo/HP_0000012,Overactive bladder syndrome,2
Q7969,Other Ehlers-Danlos syndromes,http://purl.obolibrary.org/obo/MONDO_0020066,Ehlers-Danlos syndromes,1,http://purl.obolibrary.org/obo/HP_0000001,All,3
Q798,Other congenital malformations of musculoskeletal system,http://purl.obolibrary.org/obo/MAXO_0001418,therapeutic procedure of musculoskeletal system,3,http://purl.obolibrary.org/obo/HP_0000847,Abnormality of renin-angiotensin system,4
Q799,"Congenital malformation of musculoskeletal system, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q80,Congenital ichthyosis,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0007431,Congenital ichthyosis,0
Q800,Ichthyosis vulgaris,http://purl.obolibrary.org/obo/MONDO_0001209,verruca vulgaris,1,http://purl.obolibrary.org/obo/HP_0007479,Ichthyosis lammellaris,1
Q801,X-linked ichthyosis,http://purl.obolibrary.org/obo/MONDO_0010622,X-linked ichthyosis,0,http://purl.obolibrary.org/obo/HP_0001417,X-linked inheritance,1
Q802,Lamellar ichthyosis,http://purl.obolibrary.org/obo/MONDO_0007239,epidermolytic ichthyosis,1,http://purl.obolibrary.org/obo/HP_0007395,Postnatal-onset ichthyosis,1
Q803,Congenital bullous ichthyosiform erythroderma,http://purl.obolibrary.org/obo/MONDO_0007239,bullous ichthyosiform erythroderma,1,http://purl.obolibrary.org/obo/HP_0007475,Congenital bullous ichthyosiform erythroderma,0
Q804,Harlequin fetus,http://purl.obolibrary.org/obo/MONDO_0009443,Harlequin fetus,0,http://purl.obolibrary.org/obo/HP_0025531,Harlequin phenomenon,1
Q808,Other congenital ichthyosis,http://purl.obolibrary.org/obo/MONDO_0015947,congenital ichthyosis,1,http://purl.obolibrary.org/obo/HP_0007479,Nonbullous congenital ichthyosis,1
Q809,"Congenital ichthyosis, unspecified",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q81,Epidermolysis bullosa,http://purl.obolibrary.org/obo/MONDO_0006541,epidermolysis bullosa,1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q810,Epidermolysis bullosa simplex,http://purl.obolibrary.org/obo/MONDO_0017610,epidermolysis bullosa simplex,1,http://purl.obolibrary.org/obo/HP_0001052,Nevus simplex,2
Q811,Epidermolysis bullosa letalis,http://purl.obolibrary.org/obo/MONDO_0009182,epidermolysis bullosa letalis,1,http://purl.obolibrary.org/obo/HP_0000001,All,3
Q812,Epidermolysis bullosa dystrophica,http://purl.obolibrary.org/obo/MONDO_0006543,epidermolysis bullosa dystrophica,1,http://purl.obolibrary.org/obo/HP_0000001,All,3
Q818,Other epidermolysis bullosa,http://purl.obolibrary.org/obo/MONDO_0006541,epidermolysis bullosa,1,http://purl.obolibrary.org/obo/HP_0012221,Pretibial epidermolysis bullosa,1
Q819,"Epidermolysis bullosa, unspecified",http://purl.obolibrary.org/obo/MONDO_0001268,"gingival recession, unspecified",2,http://purl.obolibrary.org/obo/HP_0000001,All,3
Q82,Other congenital malformations of skin,http://purl.obolibrary.org/obo/MONDO_0015947,congenital ichthyosis of skin,2,http://purl.obolibrary.org/obo/HP_0000987,Atypical scarring of skin,3
Q820,Hereditary lymphedema,http://purl.obolibrary.org/obo/HP_0004788,Intestinal lymphedema,1,http://purl.obolibrary.org/obo/HP_0004445,Hereditary elliptocytosis,1
Q821,Xeroderma pigmentosum,http://purl.obolibrary.org/obo/MONDO_0019600,xeroderma pigmentosum,1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q822,Congenital cutaneous mastocytosis,http://purl.obolibrary.org/obo/MONDO_0002723,obsolete cutaneous mastocytosis,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q823,Incontinentia pigmenti,http://purl.obolibrary.org/obo/MONDO_0010302,Incontinentia pigmenti achromians,1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q824,Ectodermal dysplasia (anhidrotic),http://purl.obolibrary.org/obo/HP_0000968,Ectodermal dysplasia,1,http://purl.obolibrary.org/obo/HP_0000968,Ectodermal dysplasia,1
Q825,Congenital non-neoplastic nevus,http://purl.obolibrary.org/obo/MONDO_0022749,non-neoplastic nevus,1,http://purl.obolibrary.org/obo/HP_0025471,Congenital panfollicular nevus,1
Q826,Congenital sacral dimple,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q828,Other specified congenital malformations of skin,http://purl.obolibrary.org/obo/MONDO_0015947,congenital ichthyosis of skin,3,http://purl.obolibrary.org/obo/HP_0000987,Atypical scarring of skin,4
Q829,"Congenital malformation of skin, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q83,Congenital malformations of breast,http://purl.obolibrary.org/obo/CL_0002617,adipocyte of breast,2,http://purl.obolibrary.org/obo/HP_0100783,Congenital absence of breast,1
Q830,Congenital absence of breast with absent nipple,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,4,http://purl.obolibrary.org/obo/HP_0100783,Congenital absence of breast,3
Q831,Accessory breast,http://purl.obolibrary.org/obo/HP_0004244,Accessory scaphoid,1,http://purl.obolibrary.org/obo/HP_0001747,Accessory spleen,1
Q832,Absent nipple,http://purl.obolibrary.org/obo/HP_0002561,Absent nipple,0,http://purl.obolibrary.org/obo/HP_0002561,Absent nipple,0
Q833,Accessory nipple,http://purl.obolibrary.org/obo/HP_0002558,Supernumerary nipple,1,http://purl.obolibrary.org/obo/HP_0002558,Accessory nipple,0
Q838,Other congenital malformations of breast,http://purl.obolibrary.org/obo/CL_0002617,adipocyte of breast,3,http://purl.obolibrary.org/obo/HP_0010619,Fibroadenosis of breast,3
Q839,"Congenital malformation of breast, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q84,Other congenital malformations of integument,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,4
Q840,Congenital alopecia,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q841,"Congenital morphological disturbances of hair, not elsewhere classified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,6,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,6
Q842,Other congenital malformations of hair,http://purl.obolibrary.org/obo/HP_0005599,Hypopigmentation of hair,3,http://purl.obolibrary.org/obo/HP_0002216,Premature graying of hair,3
Q843,Anonychia,http://purl.obolibrary.org/obo/HP_0001798,Anonychia,0,http://purl.obolibrary.org/obo/HP_0001798,Anonychia,0
Q844,Congenital leukonychia,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q845,Enlarged and hypertrophic nails,http://purl.obolibrary.org/obo/MONDO_0007921,lymphedema and Yellow nails,2,http://purl.obolibrary.org/obo/HP_0000040,Enlarged penis,3
Q846,Other congenital malformations of nails,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0001820,White discoloration of nails,3
Q848,Other specified congenital malformations of integument,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,4,http://purl.obolibrary.org/obo/HP_0000005,Mode of inheritance,5
Q849,"Congenital malformation of integument, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q85,"Phakomatoses, not elsewhere classified",http://purl.obolibrary.org/obo/MONDO_0021137,not rare,3,http://purl.obolibrary.org/obo/HP_0002039,Deliberately not eating,3
Q850,Neurofibromatosis (nonmalignant),http://purl.obolibrary.org/obo/MONDO_0018975,Neurofibromatosis 1,1,http://purl.obolibrary.org/obo/HP_0001067,Neurofibromatosis,1
Q8500,"Neurofibromatosis, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q8501,"Neurofibromatosis, type 1",http://purl.obolibrary.org/obo/MONDO_0000914,CADASIL type 1,1,http://purl.obolibrary.org/obo/HP_0005627,Brachydactyly type D,2
Q8502,"Neurofibromatosis, type 2",http://purl.obolibrary.org/obo/MONDO_0000913,"spherocytosis, type 2",1,http://purl.obolibrary.org/obo/HP_0005627,Brachydactyly type D,2
