icd10_id,icd10_lbl,mondo/hbo urls,mondo/hpo labels
G600,Hereditary motor and sensory neuropathy,"['http://purl.obolibrary.org/obo/MONDO_0011527', 'http://purl.obolibrary.org/obo/MONDO_0008087', 'http://purl.obolibrary.org/obo/MONDO_0011687', 'http://purl.obolibrary.org/obo/MONDO_0011675', 'http://purl.obolibrary.org/obo/MONDO_0011909', 'http://purl.obolibrary.org/obo/MONDO_0012231', 'http://purl.obolibrary.org/obo/MONDO_0011998', 'http://purl.obolibrary.org/obo/MONDO_0019549', 'http://purl.obolibrary.org/obo/MONDO_0015354', 'http://purl.obolibrary.org/obo/MONDO_0013959', 'http://purl.obolibrary.org/obo/MONDO_0011890', 'http://purl.obolibrary.org/obo/MONDO_0011534', 'http://purl.obolibrary.org/obo/MONDO_0010550', 'http://purl.obolibrary.org/obo/MONDO_0012012', 'http://purl.obolibrary.org/obo/MONDO_0018993', 'http://purl.obolibrary.org/obo/MONDO_0013212', 'http://purl.obolibrary.org/obo/MONDO_0011091', 'http://purl.obolibrary.org/obo/MONDO_0016431', 'http://purl.obolibrary.org/obo/MONDO_0019941', 'http://purl.obolibrary.org/obo/MONDO_0010549', 'http://purl.obolibrary.org/obo/MONDO_0012640', 'http://purl.obolibrary.org/obo/MONDO_0007308', 'http://purl.obolibrary.org/obo/MONDO_0011894', 'http://purl.obolibrary.org/obo/MONDO_0020558', 'http://purl.obolibrary.org/obo/MONDO_0019011', 'http://purl.obolibrary.org/obo/MONDO_0008392', 'http://purl.obolibrary.org/obo/MONDO_0012096', 'http://purl.obolibrary.org/obo/MONDO_0011475', 'http://purl.obolibrary.org/obo/MONDO_0011961', 'http://purl.obolibrary.org/obo/MONDO_0010699', 'http://purl.obolibrary.org/obo/MONDO_0011633', 'http://purl.obolibrary.org/obo/MONDO_0011569', 'http://purl.obolibrary.org/obo/MONDO_0011889', 'http://purl.obolibrary.org/obo/MONDO_0014566', 'http://purl.obolibrary.org/obo/MONDO_0013753', 'http://purl.obolibrary.org/obo/HP_0001258', 'http://purl.obolibrary.org/obo/MONDO_0011903', 'http://purl.obolibrary.org/obo/MONDO_0008961', 'http://purl.obolibrary.org/obo/MONDO_0007790', 'http://purl.obolibrary.org/obo/MONDO_0011674', 'http://purl.obolibrary.org/obo/MONDO_0011901', 'http://purl.obolibrary.org/obo/MONDO_0011113', 'http://purl.obolibrary.org/obo/MONDO_0017762', 'http://purl.obolibrary.org/obo/MONDO_0010551', 'http://purl.obolibrary.org/obo/HP_0003477', 'http://purl.obolibrary.org/obo/MONDO_0011902', 'http://purl.obolibrary.org/obo/MONDO_0000902', 'http://purl.obolibrary.org/obo/MONDO_0011916', 'http://purl.obolibrary.org/obo/MONDO_0017940', 'http://purl.obolibrary.org/obo/MONDO_0010949', 'http://purl.obolibrary.org/obo/MONDO_0011066', 'http://purl.obolibrary.org/obo/MONDO_0018894', 'http://purl.obolibrary.org/obo/MONDO_0010689', 'http://purl.obolibrary.org/obo/MONDO_0011085', 'http://purl.obolibrary.org/obo/MONDO_0004183', 'http://purl.obolibrary.org/obo/HP_0003477', 'http://purl.obolibrary.org/obo/MONDO_0011197', 'http://purl.obolibrary.org/obo/MONDO_0014117', 'http://purl.obolibrary.org/obo/MONDO_0018994', 'http://purl.obolibrary.org/obo/MONDO_0015358', 'http://purl.obolibrary.org/obo/MONDO_0011570', 'http://purl.obolibrary.org/obo/MONDO_0010877', 'http://purl.obolibrary.org/obo/HP_0001605', 'http://purl.obolibrary.org/obo/MONDO_0008960', 'http://purl.obolibrary.org/obo/MONDO_0012250', 'http://purl.obolibrary.org/obo/HP_0007178', 'http://purl.obolibrary.org/obo/MONDO_0019405', 'http://purl.obolibrary.org/obo/MONDO_0007646', 'http://purl.obolibrary.org/obo/MONDO_0013758', 'http://purl.obolibrary.org/obo/MONDO_0018213', 'http://purl.obolibrary.org/obo/MONDO_0014733', 'http://purl.obolibrary.org/obo/MONDO_0019064', 'http://purl.obolibrary.org/obo/MONDO_0010479', 'http://purl.obolibrary.org/obo/MONDO_0019542', 'http://purl.obolibrary.org/obo/HP_0006554', 'http://purl.obolibrary.org/obo/MONDO_0003334', 'http://purl.obolibrary.org/obo/HP_0007108', 'http://purl.obolibrary.org/obo/MONDO_0018995']","['Charcot-Marie-Tooth disease type 4E', 'hereditary neuropathy with liability to pressure palsies', 'Charcot-Marie-Tooth disease axonal type 2F', 'Charcot-Marie-Tooth Disease, axonal, type 2GG', 'Charcot-Marie-Tooth disease dominant intermediate D', 'Charcot-Marie-Tooth disease type 2A2', 'autosomal dominant slowed nerve conduction velocity', 'severe early-onset axonal neuropathy due to MFN2 deficiency', 'hereditary sensory and autonomic neuropathy with deafness and global delay', 'Charcot-Marie-Tooth disease type 4F', 'Charcot-Marie-Tooth disease type 1D', 'Charcot-Marie-Tooth disease type 4G', 'Charcot-Marie-Tooth disease X-linked recessive 2', 'Charcot-Marie-Tooth disease dominant intermediate C', 'Charcot-Marie-Tooth disease type 2', 'Charcot-Marie-Tooth disease axonal type 2N', 'Charcot-Marie-Tooth disease type 2D', 'autosomal dominant Charcot-Marie-Tooth disease type 2M', 'hereditary sensory and autonomic neuropathy type 2', 'Charcot-Marie-Tooth disease X-linked dominant 1', 'Charcot-Marie-Tooth disease type 4J', 'Charcot-Marie-Tooth disease type 2A1', 'Charcot-Marie-Tooth disease type 2E', 'autosomal dominant Charcot-Marie-Tooth disease type 2K', 'Charcot-Marie-Tooth disease type 1', 'Roussy-Levy syndrome', 'Charcot-Marie-Tooth disease axonal type 2L', 'Charcot-Marie-Tooth disease type 4B2', 'hereditary sensory and autonomic neuropathy type 1B', 'Charcot-Marie-Tooth disease X-linked recessive 5', 'Charcot-Marie-Tooth disease axonal type 2C', 'Charcot-Marie-Tooth disease type 2B1', 'Charcot-Marie-Tooth disease type 2I', 'Charcot-Marie-Tooth disease axonal type 2U', 'Charcot-Marie-Tooth disease axonal type 2P', 'Spastic paraplegia', 'Charcot-Marie-Tooth disease type 2J', 'Charcot-Marie-Tooth disease type 4A', 'Charcot-Marie-Tooth disease type 3', 'Charcot-Marie-Tooth disease dominant intermediate B', 'Charcot-Marie-Tooth disease axonal type 2H', 'Charcot-Marie-Tooth disease type 4C', 'disorder of copper metabolism', 'Charcot-Marie-Tooth disease X-linked recessive 3', 'Peripheral axonal neuropathy', 'Charcot-Marie-Tooth disease type 1F', 'agenesis of the corpus callosum with peripheral neuropathy', 'Charcot-Marie-Tooth disease axonal type 2K', 'autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation', 'Charcot-Marie-Tooth disease type 2B', 'Charcot-Marie-Tooth disease type 4B1', 'distal hereditary motor neuropathy', 'Charcot-Marie-Tooth disease X-linked recessive 4', 'Charcot-Marie-Tooth disease type 4D', 'axonal neuropathy', 'Peripheral axonal neuropathy', 'hereditary thermosensitive neuropathy', 'Charcot-Marie-Tooth disease type 4B3', 'Charcot-Marie-Tooth disease type X', 'hereditary motor and sensory neuropathy', 'Charcot-Marie-Tooth disease type 2B2', 'Charcot-Marie-Tooth disease type 5', 'Vocal cord paralysis', 'Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome', 'Charcot-Marie-Tooth disease type 4H', 'Motor polyneuropathy', 'facial onset sensory and motor neuronopathy', 'Gamstorp-Wohlfart syndrome', 'Charcot-Marie-Tooth disease dominant intermediate E', 'hereditary sensory and autonomic neuropathy type 1', 'Charcot-Marie-Tooth disease type 4K', 'hereditary spastic paraplegia', 'Charcot-Marie-Tooth disease X-linked dominant 6', 'acute liver failure', 'Acute hepatic failure', 'demyelinating polyneuropathy', 'Demyelinating peripheral neuropathy', 'Charcot-Marie-Tooth disease type 4']"
G601,Refsum's disease,"['http://purl.obolibrary.org/obo/MONDO_0019174', 'http://purl.obolibrary.org/obo/MONDO_0009958', 'http://purl.obolibrary.org/obo/MONDO_0019200', 'http://purl.obolibrary.org/obo/HP_0000580', 'http://purl.obolibrary.org/obo/MONDO_0019234']","['obsolete infantile Refsum disease', 'adult Refsum disease', 'retinitis pigmentosa', 'Pigmentary retinopathy', 'peroxisome biogenesis disorder']"
G602,Neuropathy in association with hereditary ataxia,"['http://purl.obolibrary.org/obo/MONDO_0012984', 'http://purl.obolibrary.org/obo/HP_0010871', 'http://purl.obolibrary.org/obo/MONDO_0005181', 'http://purl.obolibrary.org/obo/HP_0000590', 'http://purl.obolibrary.org/obo/MONDO_0011801', 'http://purl.obolibrary.org/obo/MONDO_0018996', 'http://purl.obolibrary.org/obo/HP_0000544', 'http://purl.obolibrary.org/obo/MONDO_0009493']","['PHARC syndrome', 'Sensory ataxia', 'progressive external ophthalmoplegia', 'Progressive external ophthalmoplegia', 'spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1', 'spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2', 'External ophthalmoplegia', 'Richards-Rundle syndrome']"
G710,Muscular dystrophy,"['http://purl.obolibrary.org/obo/HP_0006785', 'http://purl.obolibrary.org/obo/HP_0003560', 'http://purl.obolibrary.org/obo/MONDO_0015551', 'http://purl.obolibrary.org/obo/MONDO_0011362', 'http://purl.obolibrary.org/obo/MONDO_0016830', 'http://purl.obolibrary.org/obo/MONDO_0004746', 'http://purl.obolibrary.org/obo/MONDO_0011028', 'http://purl.obolibrary.org/obo/MONDO_0018869', 'http://purl.obolibrary.org/obo/HP_0007260', 'http://purl.obolibrary.org/obo/MONDO_0600029', 'http://purl.obolibrary.org/obo/HP_0002091', 'http://purl.obolibrary.org/obo/MONDO_0011968', 'http://purl.obolibrary.org/obo/MONDO_0012034', 'http://purl.obolibrary.org/obo/MONDO_0018370', 'http://purl.obolibrary.org/obo/MONDO_0009675', 'http://purl.obolibrary.org/obo/MONDO_0008116', 'http://purl.obolibrary.org/obo/MONDO_0016097', 'http://purl.obolibrary.org/obo/MONDO_0016521', 'http://purl.obolibrary.org/obo/MONDO_0013686', 'http://purl.obolibrary.org/obo/MONDO_0018949', 'http://purl.obolibrary.org/obo/MONDO_0011423', 'http://purl.obolibrary.org/obo/MONDO_0013550', 'http://purl.obolibrary.org/obo/MONDO_0019950', 'http://purl.obolibrary.org/obo/MONDO_0012193', 'http://purl.obolibrary.org/obo/MONDO_0020121', 'http://purl.obolibrary.org/obo/HP_0003560', 'http://purl.obolibrary.org/obo/MONDO_0010181', 'http://purl.obolibrary.org/obo/MONDO_0010884', 'http://purl.obolibrary.org/obo/HP_0008970', 'http://purl.obolibrary.org/obo/MONDO_0010311', 'http://purl.obolibrary.org/obo/MONDO_0021569', 'http://purl.obolibrary.org/obo/MONDO_0018943', 'http://purl.obolibrary.org/obo/HP_0003715', 'http://purl.obolibrary.org/obo/MONDO_0012215', 'http://purl.obolibrary.org/obo/MONDO_0011925', 'http://purl.obolibrary.org/obo/MONDO_0021569', 'http://purl.obolibrary.org/obo/MONDO_0009683', 'http://purl.obolibrary.org/obo/MONDO_0012410', 'http://purl.obolibrary.org/obo/MONDO_0009676', 'http://purl.obolibrary.org/obo/MONDO_0010679', 'http://purl.obolibrary.org/obo/MONDO_0011271', 'http://purl.obolibrary.org/obo/MONDO_0008050', 'http://purl.obolibrary.org/obo/MONDO_0014900', 'http://purl.obolibrary.org/obo/MONDO_0012248', 'http://purl.obolibrary.org/obo/MONDO_0009678', 'http://purl.obolibrary.org/obo/MONDO_0011170', 'http://purl.obolibrary.org/obo/MONDO_0016971', 'http://purl.obolibrary.org/obo/MONDO_0001347', 'http://purl.obolibrary.org/obo/MONDO_0011910', 'http://purl.obolibrary.org/obo/MONDO_0009181', 'http://purl.obolibrary.org/obo/MONDO_0008029', 'http://purl.obolibrary.org/obo/MONDO_0011787', 'http://purl.obolibrary.org/obo/MONDO_0025193', 'http://purl.obolibrary.org/obo/MONDO_0000171', 'http://purl.obolibrary.org/obo/MONDO_0010870', 'http://purl.obolibrary.org/obo/MONDO_0012714']","['Limb-girdle muscular dystrophy', 'Muscular dystrophy', 'obsolete basal epidermolysis bullosa simplex', 'myopathy, myofibrillar, 9, with early respiratory failure', 'Emery-Dreifuss muscular dystrophy', 'myopathy of extraocular muscle', 'autosomal recessive limb-girdle muscular dystrophy type 2F', 'cobblestone lissencephaly', 'Type II lissencephaly', 'restrictive pulmonary disease', 'Restrictive ventilatory defect', 'autosomal recessive limb-girdle muscular dystrophy type 2D', 'autosomal dominant limb-girdle muscular dystrophy type 1F', 'KLHL9-related early-onset distal myopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2A', 'oculopharyngeal muscular dystrophy', 'symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers', 'muscular pseudohypertrophy-hypothyroidism syndrome', 'distal myopathy, Tateyama type', 'distal myopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2E', 'distal myopathy with posterior leg and anterior hand involvement', 'congenital muscular dystrophy', 'autosomal dominant limb-girdle muscular dystrophy type 1G', 'muscular dystrophy', 'Muscular dystrophy', 'oculogastrointestinal muscular dystrophy', 'muscular dystrophy, scapulohumeral', 'Scapulohumeral muscular dystrophy', 'Becker muscular dystrophy', 'Emery-Dreifuss muscular dystrophy 2, autosomal dominant', 'myofibrillar myopathy', 'Myofibrillar myopathy', 'myofibrillar myopathy 3', 'congenital merosin-deficient muscular dystrophy 1A', 'Emery-Dreifuss muscular dystrophy 2, autosomal dominant', 'autosomal recessive limb-girdle muscular dystrophy type 2H', 'Finnish upper limb-onset distal myopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2B', 'Duchenne muscular dystrophy', 'rigid spine muscular dystrophy 1', 'MYH7-related skeletal myopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2Y', 'autosomal recessive limb-girdle muscular dystrophy type 2K', 'muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4', 'autosomal recessive limb-girdle muscular dystrophy type 2G', 'limb-girdle muscular dystrophy', 'facioscapulohumeral muscular dystrophy', 'obsolete autosomal dominant limb-girdle muscular dystrophy type 1C', 'epidermolysis bullosa simplex 5B, with muscular dystrophy', 'Bethlem myopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2I', 'oculopharyngodistal myopathy', 'muscular dystrophy-dystroglycanopathy, type A', 'tibial muscular dystrophy', 'early-onset myopathy with fatal cardiomyopathy']"
G7100,"Muscular dystrophy, unspecified","['http://purl.obolibrary.org/obo/MONDO_0018949', 'http://purl.obolibrary.org/obo/MONDO_0015551', 'http://purl.obolibrary.org/obo/MONDO_0600029', 'http://purl.obolibrary.org/obo/HP_0002091', 'http://purl.obolibrary.org/obo/MONDO_0009181', 'http://purl.obolibrary.org/obo/MONDO_0010870', 'http://purl.obolibrary.org/obo/MONDO_0020121', 'http://purl.obolibrary.org/obo/HP_0003560']","['distal myopathy', 'obsolete basal epidermolysis bullosa simplex', 'restrictive pulmonary disease', 'Restrictive ventilatory defect', 'epidermolysis bullosa simplex 5B, with muscular dystrophy', 'tibial muscular dystrophy', 'muscular dystrophy', 'Muscular dystrophy']"
G7101,Duchenne or Becker muscular dystrophy,"['http://purl.obolibrary.org/obo/MONDO_0016097', 'http://purl.obolibrary.org/obo/MONDO_0010679', 'http://purl.obolibrary.org/obo/MONDO_0010311']","['symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers', 'Duchenne muscular dystrophy', 'Becker muscular dystrophy']"
G7102,Facioscapulohumeral muscular dystrophy,"['http://purl.obolibrary.org/obo/MONDO_0001347', 'http://purl.obolibrary.org/obo/MONDO_0016971', 'http://purl.obolibrary.org/obo/MONDO_0010884', 'http://purl.obolibrary.org/obo/HP_0008970']","['facioscapulohumeral muscular dystrophy', 'limb-girdle muscular dystrophy', 'muscular dystrophy, scapulohumeral', 'Scapulohumeral muscular dystrophy']"
G7109,Other specified muscular dystrophies,"['http://purl.obolibrary.org/obo/MONDO_0009676', 'http://purl.obolibrary.org/obo/MONDO_0019950', 'http://purl.obolibrary.org/obo/MONDO_0025193', 'http://purl.obolibrary.org/obo/MONDO_0013686', 'http://purl.obolibrary.org/obo/MONDO_0011170', 'http://purl.obolibrary.org/obo/MONDO_0011787', 'http://purl.obolibrary.org/obo/MONDO_0011362', 'http://purl.obolibrary.org/obo/MONDO_0016521', 'http://purl.obolibrary.org/obo/MONDO_0009675', 'http://purl.obolibrary.org/obo/MONDO_0011271', 'http://purl.obolibrary.org/obo/MONDO_0018281', 'http://purl.obolibrary.org/obo/MONDO_0014900', 'http://purl.obolibrary.org/obo/MONDO_0012410', 'http://purl.obolibrary.org/obo/MONDO_0011910', 'http://purl.obolibrary.org/obo/MONDO_0012193', 'http://purl.obolibrary.org/obo/MONDO_0016830', 'http://purl.obolibrary.org/obo/MONDO_0018370', 'http://purl.obolibrary.org/obo/MONDO_0011028', 'http://purl.obolibrary.org/obo/MONDO_0021569', 'http://purl.obolibrary.org/obo/MONDO_0012714', 'http://purl.obolibrary.org/obo/HP_0006785', 'http://purl.obolibrary.org/obo/MONDO_0009678', 'http://purl.obolibrary.org/obo/HP_0003560', 'http://purl.obolibrary.org/obo/MONDO_0018943', 'http://purl.obolibrary.org/obo/HP_0003715', 'http://purl.obolibrary.org/obo/MONDO_0011968', 'http://purl.obolibrary.org/obo/MONDO_0000171', 'http://purl.obolibrary.org/obo/MONDO_0021569', 'http://purl.obolibrary.org/obo/MONDO_0011925', 'http://purl.obolibrary.org/obo/MONDO_0010181', 'http://purl.obolibrary.org/obo/MONDO_0013550', 'http://purl.obolibrary.org/obo/MONDO_0011486', 'http://purl.obolibrary.org/obo/MONDO_0011423', 'http://purl.obolibrary.org/obo/MONDO_0008050', 'http://purl.obolibrary.org/obo/MONDO_0012215', 'http://purl.obolibrary.org/obo/MONDO_0012034', 'http://purl.obolibrary.org/obo/MONDO_0004746', 'http://purl.obolibrary.org/obo/MONDO_0008116', 'http://purl.obolibrary.org/obo/MONDO_0012248', 'http://purl.obolibrary.org/obo/MONDO_0018869', 'http://purl.obolibrary.org/obo/HP_0007260', 'http://purl.obolibrary.org/obo/HP_0001604']","['autosomal recessive limb-girdle muscular dystrophy type 2B', 'congenital muscular dystrophy', 'oculopharyngodistal myopathy', 'distal myopathy, Tateyama type', 'autosomal recessive limb-girdle muscular dystrophy type 2G', 'autosomal recessive limb-girdle muscular dystrophy type 2I', 'myopathy, myofibrillar, 9, with early respiratory failure', 'muscular pseudohypertrophy-hypothyroidism syndrome', 'autosomal recessive limb-girdle muscular dystrophy type 2A', 'rigid spine muscular dystrophy 1', 'congenital muscular dystrophy with hyperlaxity', 'autosomal recessive limb-girdle muscular dystrophy type 2Y', 'Finnish upper limb-onset distal myopathy', 'obsolete autosomal dominant limb-girdle muscular dystrophy type 1C', 'autosomal dominant limb-girdle muscular dystrophy type 1G', 'Emery-Dreifuss muscular dystrophy', 'KLHL9-related early-onset distal myopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2F', 'Emery-Dreifuss muscular dystrophy 2, autosomal dominant', 'early-onset myopathy with fatal cardiomyopathy', 'Limb-girdle muscular dystrophy', 'muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4', 'Muscular dystrophy', 'myofibrillar myopathy', 'Myofibrillar myopathy', 'autosomal recessive limb-girdle muscular dystrophy type 2D', 'muscular dystrophy-dystroglycanopathy, type A', 'Emery-Dreifuss muscular dystrophy 2, autosomal dominant', 'congenital merosin-deficient muscular dystrophy 1A', 'oculogastrointestinal muscular dystrophy', 'distal myopathy with posterior leg and anterior hand involvement', 'congenital muscular dystrophy 1B', 'autosomal recessive limb-girdle muscular dystrophy type 2E', 'MYH7-related skeletal myopathy', 'myofibrillar myopathy 3', 'autosomal dominant limb-girdle muscular dystrophy type 1F', 'myopathy of extraocular muscle', 'oculopharyngeal muscular dystrophy', 'autosomal recessive limb-girdle muscular dystrophy type 2K', 'cobblestone lissencephaly', 'Type II lissencephaly', 'Vocal cord paresis']"
G711,Myotonic disorders,"['http://purl.obolibrary.org/obo/MONDO_0008055', 'http://purl.obolibrary.org/obo/MONDO_0020483', 'http://purl.obolibrary.org/obo/MONDO_0016107', 'http://purl.obolibrary.org/obo/MONDO_0008055', 'http://purl.obolibrary.org/obo/MONDO_0004495', 'http://purl.obolibrary.org/obo/MONDO_0020482', 'http://purl.obolibrary.org/obo/MONDO_0020481', 'http://purl.obolibrary.org/obo/MONDO_0009710', 'http://purl.obolibrary.org/obo/MONDO_0019399', 'http://purl.obolibrary.org/obo/MONDO_0008195', 'http://purl.obolibrary.org/obo/MONDO_0011634']","['myotonia congenita, autosomal dominant', 'acetazolamide-responsive myotonia', 'myotonic dystrophy', 'myotonia congenita, autosomal dominant', 'myotonic cataract', 'myotonia permanens', 'myotonia fluctuans', 'Thomsen and Becker disease', 'Isaac syndrome', 'paramyotonia congenita of Von Eulenburg', 'rippling muscle disease']"
G7111,Myotonic muscular dystrophy,['http://purl.obolibrary.org/obo/MONDO_0016107'],['myotonic dystrophy']
G7112,Myotonia congenita,"['http://purl.obolibrary.org/obo/MONDO_0008055', 'http://purl.obolibrary.org/obo/MONDO_0018959', 'http://purl.obolibrary.org/obo/MONDO_0009710', 'http://purl.obolibrary.org/obo/MONDO_0008055', 'http://purl.obolibrary.org/obo/MONDO_0020483']","['myotonia congenita, autosomal dominant', 'potassium-aggravated myotonia', 'Thomsen and Becker disease', 'myotonia congenita, autosomal dominant', 'acetazolamide-responsive myotonia']"
G7113,Myotonic chondrodystrophy,"['http://purl.obolibrary.org/obo/MONDO_0009717', 'http://purl.obolibrary.org/obo/MONDO_0009710']","['Schwartz-Jampel syndrome', 'Thomsen and Becker disease']"
G7119,Other specified myotonic disorders,"['http://purl.obolibrary.org/obo/MONDO_0016110', 'http://purl.obolibrary.org/obo/MONDO_0020482', 'http://purl.obolibrary.org/obo/HP_0002486', 'http://purl.obolibrary.org/obo/HP_0003477', 'http://purl.obolibrary.org/obo/MONDO_0004495', 'http://purl.obolibrary.org/obo/MONDO_0019399', 'http://purl.obolibrary.org/obo/MONDO_0018959', 'http://purl.obolibrary.org/obo/MONDO_0004183', 'http://purl.obolibrary.org/obo/HP_0003477', 'http://purl.obolibrary.org/obo/MONDO_0008195', 'http://purl.obolibrary.org/obo/MONDO_0011634', 'http://purl.obolibrary.org/obo/MONDO_0020481', 'http://purl.obolibrary.org/obo/MONDO_0007646']","['obsolete non-dystrophic myopathy', 'myotonia permanens', 'Myotonia', 'Peripheral axonal neuropathy', 'myotonic cataract', 'Isaac syndrome', 'potassium-aggravated myotonia', 'axonal neuropathy', 'Peripheral axonal neuropathy', 'paramyotonia congenita of Von Eulenburg', 'rippling muscle disease', 'myotonia fluctuans', 'Gamstorp-Wohlfart syndrome']"
G712,Congenital myopathies,"['http://purl.obolibrary.org/obo/MONDO_0000507', 'http://purl.obolibrary.org/obo/MONDO_0008058', 'http://purl.obolibrary.org/obo/MONDO_0019948', 'http://purl.obolibrary.org/obo/MONDO_0018943', 'http://purl.obolibrary.org/obo/HP_0003715', 'http://purl.obolibrary.org/obo/MONDO_0018958', 'http://purl.obolibrary.org/obo/MONDO_0010870', 'http://purl.obolibrary.org/obo/MONDO_0007294', 'http://purl.obolibrary.org/obo/MONDO_0015755', 'http://purl.obolibrary.org/obo/MONDO_0011925', 'http://purl.obolibrary.org/obo/MONDO_0007473', 'http://purl.obolibrary.org/obo/HP_0009921', 'http://purl.obolibrary.org/obo/MONDO_0009714', 'http://purl.obolibrary.org/obo/MONDO_0019949', 'http://purl.obolibrary.org/obo/MONDO_0010683', 'http://purl.obolibrary.org/obo/MONDO_0009678', 'http://purl.obolibrary.org/obo/MONDO_0009683', 'http://purl.obolibrary.org/obo/MONDO_0015753', 'http://purl.obolibrary.org/obo/MONDO_0018528', 'http://purl.obolibrary.org/obo/MONDO_0008048', 'http://purl.obolibrary.org/obo/MONDO_0014149', 'http://purl.obolibrary.org/obo/HP_0003560', 'http://purl.obolibrary.org/obo/MONDO_0018281', 'http://purl.obolibrary.org/obo/MONDO_0009798', 'http://purl.obolibrary.org/obo/MONDO_0020485', 'http://purl.obolibrary.org/obo/MONDO_0009722', 'http://purl.obolibrary.org/obo/MONDO_0008070', 'http://purl.obolibrary.org/obo/MONDO_0015705', 'http://purl.obolibrary.org/obo/MONDO_0018948', 'http://purl.obolibrary.org/obo/MONDO_0018949', 'http://purl.obolibrary.org/obo/MONDO_0009671', 'http://purl.obolibrary.org/obo/MONDO_0800437', 'http://purl.obolibrary.org/obo/MONDO_0000355', 'http://purl.obolibrary.org/obo/MONDO_0012714', 'http://purl.obolibrary.org/obo/MONDO_0013890', 'http://purl.obolibrary.org/obo/MONDO_0018947', 'http://purl.obolibrary.org/obo/MONDO_0000171', 'http://purl.obolibrary.org/obo/HP_0002304', 'http://purl.obolibrary.org/obo/MONDO_0008029', 'http://purl.obolibrary.org/obo/MONDO_0019950', 'http://purl.obolibrary.org/obo/MONDO_0011486']","['inclusion body myopathy with Paget disease of bone and frontotemporal dementia', 'cylindrical spirals myopathy', 'reducing body myopathy', 'myofibrillar myopathy', 'Myofibrillar myopathy', 'nemaline myopathy', 'tibial muscular dystrophy', 'central core myopathy', 'myopathy with hexagonally cross-linked tubular arrays', 'congenital merosin-deficient muscular dystrophy 1A', 'Duane retraction syndrome', 'Duane anomaly', 'myosclerosis', 'zebra body myopathy', 'X-linked myotubular myopathy', 'muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4', 'autosomal recessive limb-girdle muscular dystrophy type 2H', 'cap myopathy', 'congenital myopathy with myasthenic-like onset', 'autosomal dominant centronuclear myopathy', 'fetal akinesia-cerebral and retinal hemorrhage syndrome', 'Muscular dystrophy', 'congenital muscular dystrophy with hyperlaxity', 'Primrose syndrome', 'King-Denborough syndrome', 'Bailey-Bloch congenital myopathy', 'congenital myopathy 2a, typical, autosomal dominant', 'autosomal recessive centronuclear myopathy', 'multiminicore myopathy', 'distal myopathy', 'intellectual disability-myopathy-short stature-endocrine defect syndrome', 'Carey-Fineman-Ziter syndrome 1', 'Ullrich congenital muscular dystrophy', 'early-onset myopathy with fatal cardiomyopathy', 'congenital myopathy with internal nuclei and atypical cores', 'centronuclear myopathy', 'muscular dystrophy-dystroglycanopathy, type A', 'Akinesia', 'Bethlem myopathy', 'congenital muscular dystrophy', 'congenital muscular dystrophy 1B']"
G7120,"Congenital myopathy, unspecified","['http://purl.obolibrary.org/obo/MONDO_0001029', 'http://purl.obolibrary.org/obo/HP_0004602']","['Klippel-Feil syndrome', 'Cervical C2/C3 vertebral fusion']"
G7121,Nemaline myopathy,['http://purl.obolibrary.org/obo/MONDO_0018958'],['nemaline myopathy']
G71220,X-linked myotubular myopathy,"['http://purl.obolibrary.org/obo/MONDO_0018947', 'http://purl.obolibrary.org/obo/MONDO_0010683']","['centronuclear myopathy', 'X-linked myotubular myopathy']"
G71228,Other centronuclear myopathy,"['http://purl.obolibrary.org/obo/MONDO_0018947', 'http://purl.obolibrary.org/obo/MONDO_0015705', 'http://purl.obolibrary.org/obo/MONDO_0008048']","['centronuclear myopathy', 'autosomal recessive centronuclear myopathy', 'autosomal dominant centronuclear myopathy']"
